Location,lat,lng,Original_Location
"York, PA, USA",39.9625984,-76.727745,YORK
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, USA"
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"Thessaloniki, Greece",40.6400629,22.9444191,"T<U+0395>SS<U+0391><U+039B><U+039F><U+039D><U+038A><U+039A><U+0397>, <U+0395><U+039B><U+039B><U+0386><U+03C2>"
"England, UK",52.3555177,-1.1743197,"SOUTH EAST, ENGLAND"
"Bristol, UK",51.454513,-2.58791,"BRISTOL, ENGLAND"
Mongolia,46.862496,103.846656,MONGOLIA
"Old Dublin Rd, Galway, Ireland",53.2775483,-9.0106931,MAYO/GALWAY
"Canterbury, UK",51.280233,1.0789089,"CANTERBURY, KENT, UK"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
Cyprus,35.126413,33.429859,CYPRUS
"Aykley Heads Business Centre, B6532, Durham DH1 5TS, UK",54.7882162,-1.5881933,"NORTH EAST, ENGLAND"
Japan,36.204824,138.252924,JAPAN
"131 Earls Ct Rd, Kensington, London SW5 9RQ, UK",51.4934346,-0.1944067,131 EARLS COURT ROAD SW5 9RQ
"1109 S Spinnaker Dr, Oologah, OK 74053, USA",36.4341115,-95.7241616,AROUND
"North Bay, ON, Canada",46.3091152,-79.4608204,"NORTH BAY, ONTARIO"
"Montreal, QC, Canada",45.5016889,-73.567256,"MONTR�AL, QU�BEC"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Barcelona, Spain",41.3850639,2.1734035,BARCELONA
"London, UK",51.5073509,-0.1277583,UK (LONDON) | NYC | EUROPE
"Jakarta, Indonesia",-6.17511,106.8650395,"DKI JAKARTA, INDONESIA"
"745 Atlantic Ave, Boston, MA 02111, USA",42.350304,-71.057101,CURRENTLY IN BOSTON
Japan,36.204824,138.252924,JAPAN
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
"Centro, Rio de Janeiro - State of Rio de Janeiro, Brazil",-22.9070828,-43.1819148,"CENTRO, RIO DE JANEIRO"
"Dublin, Ireland",53.3498053,-6.2603097,DUBLIN
"Okayama, Okayama Prefecture, Japan",34.6551456,133.9195019,OKAYAMA JAPAN
"Tallahassee, FL, USA",30.4382559,-84.2807329,"TALLAHASSEE, FL"
"Gortnashammer, Hollymount, Co. Mayo, Ireland",53.6607241,-9.1172608,"HOLLYMOUNT, CO.MAYO"
"1407 N 8th St, Neodesha, KS 66757, USA",37.432104,-95.6837234,CITY
"Tokyo, Japan",35.6894875,139.6917064,"TOKYO, JAPAN"
"No 3b, Jalan Tengku Ampuan Zabedah H 9/H, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",3.083468,101.5272452,MY CRAZY WORLD
"Wales, UK",52.1306607,-3.7837117,WALES
"Favoritenstraße 167, 1100 Wien, Austria",48.1679909,16.3812416,MAGIC SHOP AT 134340
Oman,21.4735329,55.975413,OMAN
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Lonavala, Maharashtra, India",18.7546171,73.4062342,"LONAVALA, INDIA"
"London, UK",51.5073509,-0.1277583,LONDON
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CA"
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Lavenham, Sudbury CO10, UK",52.1075894,0.7954572,"LAVENHAM, SUFFOLK"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Surrey, UK",51.3147593,-0.5599501,SURREY UK
United Kingdom,55.378051,-3.435973,UK
"Brooklyn, NY, USA",40.6781784,-73.9441579,"BROOKLYN, NY"
Antarctica,-82.862752,135,ANTARCTICA
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Carlow, Ireland",52.8365072,-6.9341359,"CARLOW, IRELAND"
"England, UK",52.3555177,-1.1743197,"SOUTH EAST, ENGLAND"
France,46.227638,2.213749,FRANCE
"Goudhurst, UK",51.11306,0.457947,"GOUDHURST, ENGLAND"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Dojimahama, Kita, Osaka, Osaka Prefecture 530-0004, Japan",34.6954708,135.5000569,<U+5927><U+962A><U+5E9C> <U+5927><U+962A><U+5E02> <U+5317><U+533A> <U+5802><U+5CF6>
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
Saudi Arabia,23.885942,45.079162,", <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F>"
"Kilkenny, Seatown Terrace, Mantua, Swords, Co. Dublin, Ireland",53.4598406,-6.2144743,KILKENNY/DUBLIN IRELAND
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, USA"
"London, UK",51.5073509,-0.1277583,LONDON
"Newtownmoynagh, Boardsmill, Co. Meath, Ireland",53.52298,-6.8448001,BOARDSMILL
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Madrid, Spain",40.4167754,-3.7037902,"MADRID, ESPA�A"
"Madrid, Spain",40.4167754,-3.7037902,"MADRID, ESPA�A"
"Mumbai, Maharashtra, India",19.0759837,72.8776559,"MUMBAI, INDIA"
"Iowa City, IA, USA",41.6611277,-91.5301683,IOWA CITY
Brazil,-14.235004,-51.92528,BRASIL
"Salisbury, UK",51.068785,-1.794472,"SALISBURY, ENGLAND"
United States,37.09024,-95.712891,DBX-MEX-USA
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Alabang, Muntinlupa, Metro Manila, Philippines",14.4183645,121.0384987,"ALABANG, MUNTINLUPA CITY"
"Corsham, UK",51.431443,-2.189674,CORSHAM WILTSHIRE
"Johannesburg, South Africa",-26.2041028,28.0473051,JOHANNESBURG
"London, UK",51.5073509,-0.1277583,LONDON
United States,37.09024,-95.712891,USA
Israel,31.046051,34.851612,ISRAEL
"London, UK",51.5073509,-0.1277583,"LONDON, UNITED KINGDOM"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Port Elizabeth, South Africa",-33.9608369,25.6022423,PORT ELIZABETH
"Harrogate, UK",53.99212,-1.541812,"HARROGATE, UK"
"4205 Sooner Cir, Edmond, OK 73034, USA",35.6718291,-97.4254815,LDN
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Inverness, UK",57.477773,-4.224721,INVERNESS SCOTLAND
"Wales, UK",52.1306607,-3.7837117,UK - WALES
"Cheshire, UK",53.2326344,-2.6103158,CHESHIRE
Tabuk Saudi Arabia,28.3835079,36.5661908,"<U+062A><U+0628><U+0648><U+0643>, <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>"
"Cape Town, South Africa",-33.9248685,18.4240553,"CAPE TOWN, SOUTH AFRICA"
"Brighton, UK",50.82253,-0.137163,"UK, BRIGHTON"
"7 Upper Grosvenor St, Mayfair, London W1K 2LX, UK",51.5105682,-0.1536801,MONACO/LONDON
"New Delhi, Delhi, India",28.6139391,77.2090212,"NEW DELHI, INDIA."
Dubai - United Arab Emirates,25.2048493,55.2707828,"DUBAI, UAE"
"Leeds, UK",53.8007554,-1.5490774,"LEEDS, ENGLAND"
"Cape Town, South Africa",-33.9248685,18.4240553,CAPE TOWN
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"Nottingham, UK",52.9547832,-1.1581086,"NOTTINGHAM, ENGLAND"
"Lynchburg, VA, USA",37.4137536,-79.1422464,"LYNCHBURG, VA"
Venezuela,6.42375,-66.58973,VENEZUELA
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,LONDON
"Plymouth, UK",50.3754565,-4.1426565,"PLYMOUTH, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"East Riding of Yorkshire, UK",53.8416168,-0.4344106,EAST RIDING OF YORKSHIRE UK
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Shanghai, China",31.2303904,121.4737021,SHANGHAI
"Yatsushiro, Kumamoto Prefecture, Japan",32.5083871,130.6020961,<U+718A><U+672C><U+770C><U+516B><U+4EE3><U+5E02>
"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.139003,101.686855,"KUALA LUMPUR, MALAYSIA"
"Willoughby NSW 2068, Australia",-33.8071059,151.1993737,"WILLOUGHBY, SYDNEY, AUSTRALIA"
"9731 E 54th St, Tulsa, OK 74146, USA",36.0869,-95.8672239,YORKSHIRE
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Vernon Hills, IL, USA",42.2393323,-87.9653565,"VERNON HILLS, IL"
"Kent, UK",51.2787075,0.5217254,"KENT, UK"
"Murfreesboro, TN, USA",35.8456213,-86.39027,"MURFREESBORO, TN"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
Taiwan,23.9036873,121.0793705,<U+53F0><U+7063>
"Salisbury, MD, USA",38.3606736,-75.5993692,SALISBURY
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CA"
"Cape Town, South Africa",-33.9248685,18.4240553,CAPE TOWN
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Paris, France",48.856614,2.3522219,"PARIS, FRANCE"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Mysuru, Karnataka, India",12.2958104,76.6393805,KARNATAKA MYSORE
"West Hollywood, CA, USA",34.0900091,-118.3617443,"WEST HOLLYWOOD, CA"
United States,37.09024,-95.712891,UNITED STATES
Riyadh Saudi Arabia,24.7135517,46.6752957,RIYADH- KSA
Indonesia,-0.789275,113.921327,INDONESIA
"10012 Gillette St, Shawnee Mission, KS 66215, USA",38.946591,-94.734424,OSK
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
Australia,-25.274398,133.775136,AUSTRALIA
Canada,56.130366,-106.346771,CANADA
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
Lebanon,33.854721,35.862285,LEBANON
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"4601 Madison Ave, Kansas City, MO 64112, USA",39.04395,-94.597027,GLOBAL
"Malmesbury SN16, UK",51.586357,-2.102834,MALMESBURY WILTSHIRE
Ecuador,-1.831239,-78.183406,ECUADOR
Mexico,23.634501,-102.552784,M�XICO
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN, IRELAND"
"Croydon, UK",51.376165,-0.098234,CROYDON
"Isle of Mull, United Kingdom",56.4391984,-6.000887,ISLE OF MULL
"Portslade Rd, London SW8 3DH, UK",51.4711803,-0.1398626,"LONDON, SW8 3DH"
Ireland,53.1423672,-7.6920536,"IRELAND, UK & SWEDEN"
"Worthing, UK",50.81787,-0.372882,"WORTHING, ENGLAND"
"Henley-on-Thames RG9, UK",51.535764,-0.902894,HENLEY-ON-THAMES
"Tunja, Boyaca, Colombia",5.5446422,-73.3575572,"TUNJA, COLOMBIA"
United Arab Emirates,23.424076,53.847818,UNITED ARAB EMIRATES
"Wales, UK",52.1306607,-3.7837117,"WALES, UNITED KINGDOM"
"Roi Et, Thailand",16.0538196,103.6520036,"ROI ET, THAILAND"
"Baja California, Mexico",30.8406338,-115.2837585,"BAJA CALIFORNIA, M�XICO"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Bristol, UK",51.454513,-2.58791,"BRISTOL, ENGLAND"
"Bristol, UK",51.454513,-2.58791,"BRISTOL, ENGLAND"
"Oxford, UK",51.7520209,-1.2577263,"OXFORD, ENGLAND"
"Keighley, UK",53.867795,-1.912358,KEIGHLEY
"New York New Haven and Hartford Railroad, Connecticut, USA",41.3528645,-72.0882675,NEW YORK/LONDON/CONNECTICUT
"Ramsgate, UK",51.335545,1.419895,"RAMSGATE, ENGLAND"
"Tokyo, Japan",35.6894875,139.6917064,TOKYO JAPAN
"New Rochelle, NY, USA",40.9114882,-73.7823549,"NEW ROCHELLE, NY"
Canada,56.130366,-106.346771,CANADA
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"Hindley, UK",53.532996,-2.580635,"HINDLEY, ENGLAND"
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN, IRELAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"2712 Fulton Dr NW, Canton, OH 44718, USA",40.8263135,-81.4018956,JOI� DE VIVRE
"Arlington, TN, USA",35.2909559,-89.6383819,ON A PLANE <U+2708><U+FE0F>
Indonesia,-0.789275,113.921327,INDONESIA
"Suffolk, UK",52.1872472,0.9707801,"SUFFOLK, UK"
"128 N Main St, Sand Springs, OK 74063, USA",36.138286,-96.1103695,EARTH
"London, UK",51.5073509,-0.1277583,LONDON
"Puebla City, Puebla, Mexico",19.0414398,-98.2062727,"PUEBLA, M�XICO"
"Galway, Ireland",53.270668,-9.0567905,"GALWAY, IRELAND"
Taiwan,23.9036873,121.0793705,<U+53F0><U+7063>
"Musashino, Tokyo, Japan",35.7177841,139.56626,<U+6771><U+4EAC> <U+6B66><U+8535><U+91CE><U+5E02>
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"New York, NY, USA",40.7127753,-74.0059728,NY
"Chicago, IL, USA",41.8781136,-87.6297982,"CHICAGO, IL"
"Ames, IA, USA",42.0307812,-93.6319131,"AMES, IA"
Belgium,50.503887,4.469936,BELGIUM
"Cumnock KA18, UK",55.453552,-4.2658289,"CUMNOCK, SCOTLAND"
South Africa,-30.559482,22.937506,SOUTH AFRICA
"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094,BRASIL-SP
South Africa,-30.559482,22.937506,SOUTH AFRICA
"25 Harbor Shore Drive, Boston, MA 02210, USA",42.3528824,-71.043011,JINHIT ENTERTAINMENT <U+0001F3E2>ICA
"Calgary, AB, Canada",51.0486151,-114.0708459,CALGARY
"Dallas, TX, USA",32.7766642,-96.7969879,"DALLAS, TX"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
"Dublin, Ireland",53.3498053,-6.2603097,DUBLIN
"Manchester, UK",53.4807593,-2.2426305,CHESHIRE/MANCHESTER
"49 Elizabeth Street, 4th Floor, New York, NY 10013, USA",40.717187,-73.996865,NORTH AMERICA (BASED IN NYC)
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Campinas - State of São Paulo, Brazil",-22.9329252,-47.073845,CAMPINAS
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Texas, USA",31.9685988,-99.9018131,TEXAS & WAKANDA
"Houston, TX, USA",29.7604267,-95.3698028,"HOUSTON, TX"
"La Union, Philippines",16.6158906,120.3209373,LA UNION PHILIPPINES
"Las Vegas, NV, USA",36.1699412,-115.1398296,"LAS VEGAS, NV"
"Melbourne VIC, Australia",-37.8136276,144.9630576,MELBOURNE
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Sandton, South Africa",-26.1075663,28.0567007,"SANDTON, SOUTH AFRICA"
"San Francisco, CA, USA",37.7749295,-122.4194155,"SAN FRANCISCO, CA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"2029 N Woodlawn Blvd, Wichita, KS 67208, USA",37.7206321,-97.2649486,SOMERSET
"1-1-20 Hanawada, Utsunomiya, Tochigi Prefecture 320-8501, Japan",36.5658943,139.8833488,"TOCHIGI-KEN, JAPAN(20)"
"Chicago, IL, USA",41.8781136,-87.6297982,"CHICAGO, IL"
"Cardiff, UK",51.481581,-3.17909,CARDIFF
"North Somerset, UK",51.3879028,-2.7781091,NORTH SOMERSET
"London, UK",51.5073509,-0.1277583,LONDON
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Cheshire, UK",53.2326344,-2.6103158,CHESHIRE
"Leeds, UK",53.8007554,-1.5490774,"LEEDS, UK"
United Kingdom,55.378051,-3.435973,<U+0001F1EE><U+0001F1F9><U+0001F1E8><U+FFFD>UK
"Florence, Metropolitan City of Florence, Italy",43.7695604,11.2558136,FIRENZE
"140 Greene St, New York, NY 10012, USA",40.7256103,-73.9986866,LOFT '89 | 24/06/15
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"Sheffield, UK",53.381129,-1.470085,"SHEFFIELD, ENGLAND"
"Livermore, CA, USA",37.6818745,-121.7680088,"LIVERMORE, CA"
"Aberdeen, UK",57.149717,-2.094278,ABERDEEN
"Jabriya, Kuwait",29.3180574,48.0258046,"JABRIYA, KUWAIT"
"Valencia, Spain",39.4699075,-0.3762881,"VALENCIA, ESPA�A"
"Guayaquil, Ecuador",-2.1709979,-79.9223592,"GUAYAQUIL, ECUADOR."
"London, UK",51.5073509,-0.1277583,LONDON
"Atlanta, GA, USA",33.7489954,-84.3879824,"ATLANTA, GA"
"Aykley Heads Business Centre, B6532, Durham DH1 5TS, UK",54.7882162,-1.5881933,NORTH EAST ENGLAND
"London Rd & Wales Pl, Philadelphia, PA 19116, USA",40.122629,-74.9931707,LONDON AND WALES
"Greater Manchester, UK",53.4575955,-2.1578377,GREATER MANCHESTER
"London, UK",51.5073509,-0.1277583,LONDON
"Taguig, Metro Manila, Philippines",14.5176184,121.0508645,TAGUIG CITY
"Beirut, Lebanon",33.8937913,35.5017767,"BEIRUT,LEBANON"
France,46.227638,2.213749,FRANCE
"Wales, UK",52.1306607,-3.7837117,"WALES, UNITED KINGDOM"
"Reading, UK",51.4542645,-0.9781303,"READING,UK"
"New Jersey, USA",40.0583238,-74.4056612,"NEW JERSEY, USA"
"Pontypool NP4, UK",51.700369,-3.045268,"PONTYPOOL, WALES"
"Warrington, UK",53.3900441,-2.5969501,WARRINGTON
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Greater Manchester, UK",53.4575955,-2.1578377,"GREATER MANCHESTER, UK"
"Chorley, UK",53.653511,-2.632596,"CHORLEY, ENGLAND"
"1111 19th St NW #1180, Washington, DC 20036, USA",38.9043765,-77.0429361,WORLD KNOWLEDGE
"5842 W North Ave, Chicago, IL 60639, USA",41.909611,-87.771964,PLANET EARTH
"London, UK",51.5073509,-0.1277583,LONDON & CORNWALL
"Little Walden, Saffron Walden CB10 1XA, UK",52.049862,0.252994,"LITTLE WALDEN, SAFFRON WALDEN"
"Bishopbriggs, Glasgow G64, UK",55.904185,-4.228494,"BISHOPBRIGGS, SCOTLAND"
"London, UK",51.5073509,-0.1277583,LONDON
"Burgess Hill, UK",50.954469,-0.128701,BURGESS HILL WEST SUSSEX
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, NY"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Rochdale, UK",53.6097136,-2.1561,"ROCHDALE, ENGLAND"
France,46.227638,2.213749,FRANCE
"Surrey, UK",51.3147593,-0.5599501,"SURREY, ENGLAND"
"Worcester, UK",52.193636,-2.221575,"WORCESTER, ENGLAND"
"Wales, UK",52.1306607,-3.7837117,"WALES, UK"
Hong Kong,22.396428,114.109497,HONG KONG
"Berkeley, CA, USA",37.8715926,-122.272747,"BERKELEY, CA"
"Dundee, UK",56.462018,-2.970721,DUNDEE
"Cheshire, UK",53.2326344,-2.6103158,CHESHIRE
Philippines,12.879721,121.774017,PHILIPPINES
Philippines,12.879721,121.774017,REPUBLIC OF THE PHILIPPINES
"South West England, UK",50.7772135,-3.999461,"SOUTH WEST, ENGLAND"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Hampshire, UK",51.0576948,-1.3080629,"HAMPSHIRE, UK"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Watford, UK",51.656489,-0.39032,"WATFORD, ENGLAND"
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOVE DROUGHT, CA    LOS ANGELES | GULF COAST"
"Torquay, UK",50.4619209,-3.525315,TORQUAY
"Bristol, UK",51.454513,-2.58791,"BRISTOL, ENGLAND"
"Aberdeen, UK",57.149717,-2.094278,ABERDEEN
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Shanghai, China",31.2303904,121.4737021,"SHANGHAI,CN"
"Charlotte, NC, USA",35.2270869,-80.8431267,"CHARLOTTE, NORTH CAROLINA"
"London, UK",51.5073509,-0.1277583,"LONDON, UNITED KINGDOM"
"Northamptonshire, UK",52.2729944,-0.8755515,NORTHAMPTONSHIRE
"Paris, France",48.856614,2.3522219,"PARIS, FRANCE"
"Troedyrhiw, Merthyr Tydfil CF48, UK",51.712913,-3.345212,TROEDYRHIW MERTHYR TYDFIL
"Glen Ellen, CA 95442, USA",38.3640795,-122.5241487,"GLEN ELLEN, CA"
"Centurion, South Africa",-25.864029,28.0888578,"CENTURION, SOUTH AFRICA"
"533 S Rockford Ave, Tulsa, OK 74120, USA",36.153243,-95.971072,WORLDWIDE
"Santa Barbara, CA, USA",34.4208305,-119.6981901,"SANTA BARBARA, CA"
"Bedfordview, Germiston, 2007, South Africa",-26.1716908,28.1327491,BEDFORDVIEW JOHANNESBURG
"Omagh, UK",54.5977149,-7.3099597,OMAGH
"London, UK",51.5073509,-0.1277583,"LONDON, UK"
"Newcastle upon Tyne, UK",54.978252,-1.61778,"NEWCASTLE UPON TYNE, ENGLAND"
Ireland,53.1423672,-7.6920536,IRELAND
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Coleraine, UK",55.1325802,-6.6646103,"COLERAINE,NI"
"Bristol Rd, Brent Knoll, Highbridge TA9 4HG, UK",51.2418836,-2.9471254,THE WEST COUNTRY -  ENGLAND
"London, UK",51.5073509,-0.1277583,LONDON
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
"Anksapoor, Telangana 503311, India",18.8131676,78.3913328,ANKSAPUR
"Lydenburg, South Africa",-25.0815817,30.447285,"LYDENBURG, SOUTH AFRICA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Castle Dr, Falmouth TR11 4LP, UK",50.1461094,-5.0466304,A SEASIDE TOWN IN CORNWALL
United Kingdom,55.378051,-3.435973,UK
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094,S�O PAULO
"East Ham, London E6 3HN, UK",51.528737,0.055472,"EAST HAM, LONDON"
"Ascot SL5, UK",51.4062365,-0.6755624,"ASCOT, UK"
"Ljubljana, Slovenia",46.0569465,14.5057515,LJUBLJANA
"London, UK",51.5073509,-0.1277583,LONDON
Riyadh Saudi Arabia,24.7135517,46.6752957,"RIYADH, KINGDOM OF SAUDI ARABIA"
"Chicago, IL, USA",41.8781136,-87.6297982,CHICAGO IL
Nigeria,9.081999,8.675277,NIGERIA
"Pasay, Metro Manila, Philippines",14.5377516,121.0013794,PASAY CITY
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Calgary, AB, Canada",51.0486151,-114.0708459,"CALGARY, ALBERTA, CANADA"
"Davao Region, Philippines",7.3041622,126.0893406,"DAVAO REGION, REPUBLIC OF THE PHILIPPINES"
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"22100 Como, Province of Como, Italy",45.8080597,9.0851765,"COMO,ITAY"
"Ipswich, UK",52.056736,1.14822,"IPSWICH, ENGLAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
United Kingdom,55.378051,-3.435973,UK
"Laguna Veneta, 30141 Venezia VE, Italy",45.4546822,12.3566787,"MURANO, VENICE                    +393316224359"
"Taguig, Metro Manila, Philippines",14.5176184,121.0508645,TAGUIG CITY
"Reigate, UK",51.237276,-0.205883,REIGATE
"Colchester, UK",51.895927,0.891874,"COLCHESTER, ESSEX, UK"
"Hitchin, UK",51.94921,-0.283414,"HITCHIN, ENGLAND"
"Bentong, Pahang, Malaysia",3.522168,101.910353,"BENTUNG, PAHANG"
"49-51 Marine Terrace, Margate CT9 1XJ, UK",51.386273,1.3760259,IN DREAM LAND (UK)
"Boston, MA, USA",42.3600825,-71.0588801,"BOSTON, MA"
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,LONDON
"Istanbul, Turkey",41.0082376,28.9783589,ISTANBUL
"Newbury, UK",51.401409,-1.3231139,"NEWBURY, ENGLAND"
"Edinburgh, UK",55.953252,-3.188267,EDINBURGH
"Grand Casablanca, Morocco",33.5205933,-7.5680595,"GRAND CASABLANCA, ROYAUME DU MAROC"
"Buenos Aires, Argentina",-34.6036844,-58.3815591,BUENOS AIRES
Jeddah Saudi Arabia,21.485811,39.1925048,"JEDDAH, KINGDOM OF SAUDI ARABIA"
"231 Windsor Way, Long Beach, CA 90802, USA",33.7513088,-118.1887544,ON A CRUISE SHIP
"Toronto, ON, Canada",43.653226,-79.3831843,"TORONTO, CANADA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Manhattan, New York, NY, USA",40.7830603,-73.9712488,"MANHATTAN, NY"
United States,37.09024,-95.712891,UNITED STATES
"75 Rockefeller Plaza, New York, NY 10019, USA",40.7600222,-73.9778087,NYC / JERSEY GAL
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, NY"
"Northamptonshire, UK",52.2729944,-0.8755515,NORTHAMPTONSHIRE
"Michigan, USA",44.3148443,-85.6023643,"MICHIGAN, USA"
Australia,-25.274398,133.775136,AUSTRALIA
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,LONDINIUM
"Mexico City, CDMX, Mexico",19.4326077,-99.133208,MEXICO CITY
"Wichita, KS 67203, USA",37.7006858,-97.3678624,SEWER
"6215 Regency Pkwy NW #970, Norcross, GA 30071, USA",33.9278959,-84.22415,EATING WITH OC�ANE
Canada,56.130366,-106.346771,CANADA
"Abercynon, UK",51.647512,-3.3293529,ABERCYNON
"London Colney, St Albans AL2, UK",51.7225824,-0.2993177,"LONDON COLNEY, ENGLAND"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Birkenhead, UK",53.389991,-3.023009,"BIRKENHEAD, ENGLAND"
"England, UK",52.3555177,-1.1743197,ENGLAND
"Queensbury, UK",53.76988,-1.842575,"QUEENSBURY, BRADFORD"
